"Name","SRX697834_SRR1571704_TPM","SRX697835_SRR1571705_TPM","SRX697836_SRR1571706_TPM","SRX697837_SRR1571707_TPM","SRX697838_SRR1571708_TPM","SRX697839_SRR1571709_TPM","SRX697840_SRR1571710_TPM","SRX697841_SRR1571711_TPM","pir","subfam"
"NODE_202_length_15682_cov_54.6813",2.713121,2.625415,2.310121,4.371289,4.57018,3.824011,5.009645,6.725981,FALSE,"none"
"NODE_203_length_15669_cov_58.6993",3.664981,5.125328,5.836893,7.862746,4.914952,2.961109,2.249711,2.683126,FALSE,"none"
"NODE_204_length_15639_cov_120.284",5.678914,6.332688,5.584321,7.824926,7.821007,9.592266,13.123724,11.096952,FALSE,"none"
"NODE_205_length_15613_cov_88.2399",5.232977,4.257988,6.137637,10.894509,10.414471,6.43585,4.465337,4.557205,FALSE,"none"
"NODE_206_length_15576_cov_89.7527",6.244022,7.465237,7.520928,10.132288,7.761787,4.640774,4.046493,5.237806,FALSE,"none"
"NODE_207_length_15568_cov_69.3237",5.934056,5.663942,3.98825,4.042891,4.582017,6.446766,6.518886,4.601398,FALSE,"none"
"NODE_208_length_15528_cov_63.62",4.724954,4.350978,3.857046,5.386867,6.423509,4.679966,3.802596,4.323481,FALSE,"none"
"NODE_209_length_15518_cov_55.4298",4.785888,4.101547,3.947765,5.458802,5.914514,3.766921,2.39308,2.909326,FALSE,"none"
"NODE_210_length_15514_cov_65.8699",4.293357,5.356804,4.884257,5.919582,6.046582,4.066048,4.002445,4.830596,FALSE,"none"
"NODE_211_length_15484_cov_115.778",10.440031,10.897015,9.258134,11.678771,9.849448,4.251666,2.765709,3.343415,FALSE,"none"
"NODE_212_length_15453_cov_88.129",8.69581,8.820909,7.364199,8.058385,5.235876,3.599575,3.338566,4.289596,FALSE,"none"
"NODE_213_length_15413_cov_123.143",7.48032,8.28378,8.225431,14.289657,14.05291,7.904619,4.982885,8.45563,FALSE,"none"
"NODE_214_length_15384_cov_126.46",7.863815,12.291429,7.848907,6.356139,4.146117,7.825612,15.49898,13.353726,FALSE,"none"
"NODE_215_length_15365_cov_55.6334",4.305207,4.263015,3.637036,6.187999,5.259823,3.709668,2.621994,2.987928,FALSE,"none"
"NODE_216_length_15357_cov_80.7032",5.585055,4.817523,4.696159,6.821307,8.456968,6.431291,4.51439,5.512779,FALSE,"none"
"NODE_217_length_15349_cov_39.9077",3.316212,2.611014,2.410319,4.146357,4.806703,2.776555,1.64365,1.558351,FALSE,"none"
"NODE_218_length_15314_cov_56.3033",3.652117,5.884557,5.669113,6.410118,3.953695,2.314735,2.385954,3.238113,FALSE,"none"
"NODE_219_length_15305_cov_32.5379",2.216244,1.797143,2.244261,3.150097,3.747263,2.535251,1.744617,2.085737,FALSE,"none"
"NODE_220_length_15282_cov_53.175",4.329581,3.249081,2.978017,3.517324,4.906611,5.296212,3.989381,3.634132,FALSE,"none"
"NODE_221_length_15269_cov_30.6933",1.290204,1.565059,2.018469,3.492714,3.197472,1.943768,1.612903,2.24564,FALSE,"none"
"NODE_222_length_15254_cov_80.1133",7.073721,7.596703,7.369588,8.41602,6.879046,4.559078,3.195663,2.964246,FALSE,"none"
"NODE_223_length_15244_cov_44.4984",3.600732,4.625851,4.696501,6.135363,3.523877,1.521231,1.009735,1.204236,FALSE,"none"
"NODE_224_length_15234_cov_334.208",11.765477,16.102481,9.391478,9.228183,17.087324,36.098362,42.915816,53.700573,FALSE,"none"
"NODE_225_length_15211_cov_62.922",5.53799,4.285434,4.481743,5.989377,7.330106,4.459638,1.993097,2.044126,FALSE,"none"
"NODE_226_length_15199_cov_124.542",11.601328,14.321139,12.521477,11.403937,7.784583,5.564725,4.398886,5.02868,FALSE,"none"
"NODE_227_length_15192_cov_75.7479",5.540435,3.811066,3.751726,6.488171,9.877862,7.26814,4.512634,3.882678,FALSE,"none"
"NODE_228_length_15160_cov_101.498",10.958282,13.621491,11.202685,9.924493,4.782965,2.491085,2.344219,3.556917,FALSE,"none"
"NODE_229_length_15154_cov_40.4527",2.74884,2.735493,3.47828,4.267981,3.679557,2.370727,1.784262,2.709879,FALSE,"none"
"NODE_230_length_15152_cov_60.3045",6.01413,6.915441,5.650501,4.753973,2.643686,1.885683,2.385223,3.387351,FALSE,"none"
"NODE_231_length_15121_cov_55.4689",4.17548,4.082462,3.634293,4.811203,4.926614,3.583812,3.297517,3.545407,FALSE,"none"
"NODE_232_length_15060_cov_80.2059",5.483508,4.012941,4.033605,6.036012,8.355706,7.053019,5.706535,6.718675,FALSE,"none"
"NODE_233_length_15058_cov_133.144",14.806535,15.824995,14.120399,14.191091,7.633541,3.913936,3.07995,4.581188,FALSE,"none"
"NODE_234_length_15051_cov_51.0936",4.441735,5.254466,5.49472,6.634274,2.537124,1.406446,1.667635,2.198317,FALSE,"none"
"NODE_235_length_14999_cov_62.7481",6.154649,5.797977,4.179488,3.163947,2.917284,3.979724,5.459708,5.037333,FALSE,"none"
"NODE_236_length_14996_cov_169.256",9.402991,1.73602,1.602172,1.984332,20.004769,36.205645,22.166195,11.509002,FALSE,"none"
"NODE_237_length_14968_cov_68.6032",6.589642,8.847532,7.906551,7.147904,3.638253,2.051779,1.901473,2.675094,FALSE,"none"
"NODE_238_length_14968_cov_50.4184",2.560222,3.087766,4.596644,7.758474,4.613036,2.666339,2.195724,2.767261,FALSE,"none"
"NODE_239_length_14967_cov_28.8515",1.873386,1.458109,1.735471,3.03186,3.066974,2.048208,1.650258,2.145096,FALSE,"none"
"NODE_240_length_14907_cov_23.4218",1.650756,2.17955,2.468961,1.695454,1.367754,1.299887,1.441429,2.06275,FALSE,"none"
"NODE_241_length_14899_cov_96.3684",6.406166,4.594286,4.733886,6.888194,11.014937,9.747705,7.235524,6.783705,FALSE,"none"
"NODE_242_length_14890_cov_274.39",22.442971,4.841687,3.861785,7.111052,37.935518,43.889483,22.271269,12.18262,FALSE,"none"
"NODE_243_length_14872_cov_75.6847",3.493775,2.901946,2.584292,3.998586,5.84005,6.230999,7.32781,11.791231,FALSE,"none"
"NODE_244_length_14864_cov_193.293",21.325051,17.440981,14.56127,16.859039,17.51485,10.090932,7.082139,7.270395,FALSE,"none"
"NODE_245_length_14809_cov_175.63",14.758509,12.972396,10.101368,11.525986,14.763855,16.78769,13.895343,10.846014,FALSE,"none"
"NODE_246_length_14790_cov_75.583",6.540541,5.510926,6.113222,8.523702,7.921559,4.965408,2.925463,2.829009,FALSE,"none"
"NODE_247_length_14758_cov_31.8868",2.517232,2.336376,2.304423,2.935754,2.942827,2.054004,1.428918,2.300165,FALSE,"none"
"NODE_248_length_14749_cov_218.531",17.942878,18.655805,15.273206,19.15028,16.766472,13.130302,13.45662,13.904407,FALSE,"none"
"NODE_249_length_14666_cov_72.3142",6.793102,7.186128,6.703418,8.493119,6.351575,3.094252,1.989341,2.453363,FALSE,"none"
"NODE_250_length_14629_cov_97.3853",8.729801,8.214078,6.795448,7.975145,8.898646,7.825873,5.833127,4.879939,FALSE,"none"
"NODE_251_length_14571_cov_29.2258",0.881756,0.537366,0.559267,0.814982,2.12419,4.071108,5.082505,3.812641,FALSE,"none"
"NODE_252_length_14550_cov_113.785",8.278653,7.363454,7.624547,10.452129,10.770485,7.683925,6.668659,8.407874,FALSE,"none"
"NODE_253_length_14529_cov_38.1458",2.25574,2.939587,2.712506,3.807787,4.550054,2.7239,1.687184,2.171597,FALSE,"none"
"NODE_254_length_14524_cov_65.9766",4.333397,4.98766,5.23691,7.151713,5.142749,3.792478,3.835634,4.781574,FALSE,"none"
"NODE_255_length_14515_cov_79.8915",6.259113,0.633272,0.569586,1.799959,11.913592,14.490239,7.136318,5.564318,FALSE,"none"
"NODE_256_length_14502_cov_65.9504",5.568004,9.526557,7.607543,5.819685,2.512599,1.927075,2.544068,3.957013,FALSE,"none"
"NODE_257_length_14520_cov_90.0181",7.878368,7.779916,5.978864,6.703536,8.524519,6.93931,4.880733,4.619118,FALSE,"none"
"NODE_258_length_14479_cov_88.6579",5.949369,6.736424,5.718343,7.752367,7.054952,5.394908,5.688255,7.714058,FALSE,"none"
"NODE_259_length_14438_cov_71.2979",4.161764,2.839356,4.037244,7.296726,9.377401,7.269937,4.892954,3.658925,FALSE,"none"
"NODE_260_length_14438_cov_63.4199",4.09777,4.138468,4.973949,7.450732,6.995043,4.352344,2.774175,3.151716,FALSE,"none"
"NODE_261_length_14410_cov_295.224",21.523726,17.565791,16.951006,29.603373,29.819434,22.443805,18.242477,20.094635,FALSE,"none"
"NODE_262_length_14368_cov_153.379",13.465107,13.032585,10.985218,15.011865,13.682943,9.134195,7.834656,8.951635,FALSE,"none"
"NODE_263_length_14363_cov_47.8886",3.45726,4.529874,4.712371,4.966916,3.139817,2.385073,2.503683,2.741834,FALSE,"none"
"NODE_264_length_14359_cov_89.5382",8.038657,7.94662,7.349367,8.713501,6.838138,6.087147,4.742947,3.902053,FALSE,"none"
"NODE_265_length_14353_cov_36.0149",2.915647,2.855643,3.053272,4.418089,3.468524,1.902952,1.273718,1.427123,FALSE,"none"
"NODE_266_length_14343_cov_34.2553",2.020405,1.282793,1.167357,1.47932,3.074331,4.556445,3.777159,3.335811,FALSE,"none"
"NODE_267_length_14329_cov_84.8937",8.605484,8.847131,7.650445,7.939111,5.330884,3.440806,2.911612,4.513495,FALSE,"none"
"NODE_268_length_14320_cov_79.2275",6.020349,4.44457,4.1491,7.300034,9.370146,6.007408,4.512826,4.985282,FALSE,"none"
"NODE_269_length_14316_cov_36.8978",1.038327,1.074114,0.816884,1.227914,2.842149,4.207943,5.552578,5.621064,FALSE,"none"
"NODE_270_length_14271_cov_71.4783",3.528229,1.365138,2.007337,5.691615,8.059117,8.560417,5.959775,7.374512,FALSE,"none"
"NODE_271_length_14240_cov_25.2906",1.902238,2.248328,2.414325,3.577895,1.78968,0.902214,0.649023,1.278397,FALSE,"none"
"NODE_272_length_14235_cov_49.4551",3.81931,4.077208,3.976318,5.262611,4.222374,3.007511,1.863313,2.059401,FALSE,"none"
"NODE_273_length_14222_cov_52.9454",3.541464,4.294391,4.356774,5.903751,4.008707,2.612443,2.816031,3.686245,FALSE,"none"
"NODE_274_length_14213_cov_82.2338",7.037498,7.581587,7.000494,8.642113,6.238001,3.729302,3.044014,3.827157,FALSE,"none"
"NODE_275_length_14185_cov_40.387",2.332549,1.620432,1.721203,3.450193,5.333128,3.986119,2.530762,3.306623,FALSE,"none"
"NODE_276_length_14166_cov_54.5771",2.969162,3.690977,4.086478,5.603552,4.051981,2.732827,3.058739,4.92432,FALSE,"none"
"NODE_277_length_14147_cov_69.8056",6.417947,8.214246,7.502228,7.444056,4.032936,2.256768,2.02583,2.931685,FALSE,"none"
"NODE_278_length_14126_cov_85.5185",5.874033,7.751243,7.989002,10.213198,6.016961,3.807966,4.017954,4.789706,FALSE,"none"
"NODE_279_length_14121_cov_129.99",9.404829,9.212334,8.014156,11.428449,16.047759,11.739645,6.852277,5.796973,FALSE,"none"
"NODE_280_length_14114_cov_49.5286",2.453547,3.055709,4.161591,5.435441,4.387445,3.661935,3.022891,3.001564,FALSE,"none"
"NODE_281_length_14097_cov_39.6181",3.176083,3.579696,3.834328,4.158257,2.491729,1.983983,1.857758,2.320327,FALSE,"none"
"NODE_282_length_14087_cov_91.6412",6.706129,5.531608,6.233341,9.462489,8.374506,4.657032,3.746922,4.253333,FALSE,"none"
"NODE_283_length_14041_cov_76.6793",4.223823,3.134197,2.861891,4.035044,4.245562,2.774288,2.094127,2.661986,FALSE,"none"
"NODE_284_length_14015_cov_125.482",9.706413,5.615519,5.028888,8.259731,14.242623,12.485004,10.549441,9.512061,FALSE,"none"
"NODE_285_length_14015_cov_44.7191",3.066205,3.456379,3.178357,2.705127,2.671737,3.791344,3.601229,4.175349,FALSE,"none"
"NODE_286_length_14008_cov_102.161",9.250778,10.947334,9.937718,11.404645,9.130137,4.461817,3.082385,3.756047,FALSE,"none"
"NODE_287_length_14003_cov_89.3311",7.041984,5.252952,5.204934,8.81328,10.525561,6.7897,3.702762,5.225146,FALSE,"none"
"NODE_288_length_13957_cov_45.5951",3.144052,2.764962,1.972606,2.625704,3.089957,3.385864,4.141959,5.425744,FALSE,"none"
"NODE_289_length_13874_cov_86.7257",6.081082,4.90052,4.769724,6.813711,7.715301,5.866471,6.194996,7.964531,FALSE,"none"
"NODE_290_length_13862_cov_90.3599",8.112654,12.113605,11.964552,10.449653,4.718793,2.10894,1.792951,2.557784,FALSE,"none"
"NODE_291_length_13846_cov_86.464",6.597668,6.476265,6.385052,8.92508,8.218954,5.662342,4.790014,4.455783,FALSE,"none"
"NODE_292_length_13843_cov_152.942",16.119614,13.00027,11.445893,14.602077,12.447161,9.895714,7.180878,6.881562,FALSE,"none"
"NODE_293_length_13837_cov_58.2887",5.249278,5.028511,4.263891,5.119273,5.096176,3.697574,2.254936,2.598711,FALSE,"none"
"NODE_294_length_13818_cov_109.753",8.891613,8.327801,7.517209,8.725477,12.298696,9.108098,5.696768,5.27142,FALSE,"none"
"NODE_295_length_13817_cov_57.2469",5.079681,3.436306,3.458721,5.853549,7.580555,4.373189,2.161062,2.147326,FALSE,"none"
"NODE_296_length_13804_cov_52.6225",4.139179,4.295816,3.844662,4.07761,3.926493,4.173222,3.348254,2.688494,FALSE,"none"
"NODE_297_length_13784_cov_105.252",9.009018,8.596227,7.49913,9.40753,8.703314,4.956686,4.714595,5.936751,FALSE,"none"
"NODE_298_length_13741_cov_124.88",16.382108,10.652646,8.439396,9.159267,8.681668,6.063395,5.42474,6.951166,FALSE,"none"
"NODE_299_length_13706_cov_74.3715",5.331804,5.793342,5.928739,7.836815,6.606433,4.026287,3.770234,4.808626,FALSE,"none"
"NODE_300_length_13703_cov_27.4334",1.168078,1.857902,2.247542,3.064279,1.896525,1.854829,2.366501,2.186409,FALSE,"none"
"NODE_301_length_13678_cov_49.0604",2.834336,2.34969,2.886054,5.485528,5.63396,4.398019,2.865624,3.219899,FALSE,"none"
"NODE_302_length_13677_cov_95.7066",6.149811,4.499568,4.083119,6.638532,11.338545,10.619211,8.029239,6.430671,FALSE,"none"
"NODE_303_length_13653_cov_26.8892",1.435404,1.363838,1.302734,2.901548,1.758548,1.535285,2.199069,3.303672,FALSE,"none"
"NODE_304_length_13634_cov_44.8532",1.819233,1.413614,2.149938,3.72697,3.924686,3.261506,3.926679,6.352984,FALSE,"none"
"NODE_305_length_13633_cov_35.4711",3.4459,4.297074,3.837443,3.401071,1.599195,1.197673,1.244253,1.769921,FALSE,"none"
"NODE_306_length_13581_cov_95.8498",5.586262,5.811487,5.977076,7.852017,9.557818,6.833204,6.245403,9.002136,FALSE,"none"
"NODE_307_length_13579_cov_38.9221",1.953587,1.399246,1.275226,2.536351,4.541372,3.543518,4.145085,3.86915,FALSE,"none"
"NODE_308_length_13576_cov_38.6028",2.495139,3.158079,3.675498,4.424004,3.100495,2.072842,1.658405,2.081562,FALSE,"none"
"NODE_309_length_13558_cov_57.458",4.140738,3.707503,3.652535,5.002695,6.091319,4.219585,3.365655,3.72019,FALSE,"none"
"NODE_310_length_13555_cov_103.324",9.230091,13.952901,10.394532,8.952772,4.517621,3.742089,5.545501,6.931696,FALSE,"none"
"NODE_311_length_13535_cov_139.54",13.583282,12.260064,11.066495,14.193773,11.500345,6.419513,4.25851,4.189168,FALSE,"none"
"NODE_312_length_13516_cov_118.399",9.816806,8.560718,8.941842,13.531829,13.911018,7.013336,3.683713,3.495395,FALSE,"none"
"NODE_313_length_13510_cov_63.131",4.533265,3.497957,3.76723,5.305785,7.425025,5.898292,3.943448,3.289667,FALSE,"none"
"NODE_314_length_13506_cov_97.7706",6.322604,7.974336,8.445493,12.212818,7.861827,5.200702,5.793701,4.953777,FALSE,"none"
"NODE_315_length_13491_cov_100.053",8.032604,7.626181,6.362077,7.157117,7.003494,6.142901,7.138615,9.137584,FALSE,"none"
"NODE_316_length_13485_cov_206.291",9.608149,9.990305,18.934827,22.432142,24.937226,17.503264,10.771002,11.647005,FALSE,"none"
"NODE_317_length_13443_cov_125.52",12.92446,9.978792,8.147446,10.070926,10.121186,6.556471,6.836541,6.664569,FALSE,"none"
"NODE_318_length_13393_cov_56.4942",3.366515,3.873651,3.307213,3.733722,3.523568,3.356992,4.039887,5.951556,FALSE,"none"
"NODE_319_length_13383_cov_53.3707",3.952583,2.447569,3.259636,5.289234,7.168883,4.27248,2.493853,2.022563,FALSE,"none"
"NODE_320_length_13372_cov_200.692",14.715883,15.753186,11.796421,15.462014,14.717849,13.290722,17.329514,18.054815,FALSE,"none"
"NODE_321_length_13356_cov_45.5688",2.690565,2.520289,2.991936,5.784871,5.873384,2.883808,1.826574,2.153965,FALSE,"none"
"NODE_322_length_13351_cov_90.6321",8.178135,6.239855,6.522756,10.149875,10.438281,5.862554,3.095648,3.109396,FALSE,"none"
"NODE_323_length_13287_cov_85.0436",7.429053,7.310379,7.244534,6.75838,5.355583,3.728511,3.475353,4.807006,FALSE,"none"
"NODE_324_length_13254_cov_81.7114",5.325154,1.570413,2.051773,6.649807,13.543803,8.233005,5.648767,5.2405,FALSE,"none"
"NODE_325_length_13222_cov_168.867",13.513616,11.064669,11.660997,19.251507,19.11128,10.221005,6.554792,8.409957,FALSE,"none"
"NODE_326_length_13214_cov_62.4713",3.926967,4.176051,4.771726,8.410872,6.922105,3.427883,2.176119,2.581696,FALSE,"none"
"NODE_327_length_13214_cov_69.0284",3.456854,3.855001,4.942292,6.013235,6.531636,7.044058,5.544284,4.467728,FALSE,"none"
"NODE_328_length_13212_cov_97.5765",11.188453,10.853698,7.90251,8.812989,6.102418,2.608491,1.82132,2.777841,FALSE,"none"
"NODE_329_length_13185_cov_54.0737",2.459934,1.832261,3.582724,5.944022,5.612803,5.153955,3.660355,3.63395,FALSE,"none"
"NODE_330_length_13164_cov_105.677",10.149242,10.997657,9.355327,10.411376,7.055666,3.351866,2.487391,2.943475,FALSE,"none"
"NODE_331_length_13148_cov_47.3197",4.023405,4.895317,4.527041,3.871484,3.434873,2.672167,2.291711,2.662315,FALSE,"none"
"NODE_332_length_13125_cov_51.4362",2.99024,2.61915,2.900303,4.670819,5.711742,3.751844,3.82974,3.522614,FALSE,"none"
"NODE_333_length_13075_cov_44.2495",2.539868,2.224731,2.699804,5.160888,5.859001,2.933027,2.102617,2.726876,FALSE,"none"
"NODE_334_length_13064_cov_56.5203",2.914487,2.751974,3.968807,7.978472,6.881174,3.820273,2.602479,3.051822,FALSE,"none"
"NODE_335_length_13036_cov_66.5423",4.477621,4.593299,4.061942,8.945201,6.461033,3.883989,3.157574,3.48571,FALSE,"none"
"NODE_336_length_13030_cov_132.676",4.748853,5.965776,5.2889,5.142919,2.581527,1.335261,1.543857,2.206678,FALSE,"none"
"NODE_337_length_12996_cov_42.2892",2.398397,1.939159,1.938778,3.216902,4.204688,3.57513,3.729701,3.744698,FALSE,"none"
"NODE_338_length_12973_cov_77.5092",5.644351,4.945289,4.046485,4.427592,6.543857,7.167481,7.34875,6.315238,FALSE,"none"
"NODE_339_length_12942_cov_110.14",13.131738,12.619685,9.721215,10.751335,8.1944,3.482791,2.656619,3.322666,FALSE,"none"
"NODE_340_length_12934_cov_25.1622",1.921668,2.285143,2.538459,2.610476,1.273311,1.11537,1.02563,1.566831,FALSE,"none"
"NODE_341_length_12937_cov_41.8725",2.065761,2.413967,2.680826,3.342927,2.845936,3.094537,4.270344,4.466819,FALSE,"none"
"NODE_342_length_12914_cov_47.8741",4.288577,5.104025,5.203864,5.201992,2.366838,1.447363,1.951048,2.555864,FALSE,"none"
"NODE_343_length_12847_cov_193.376",14.043025,14.752393,15.302236,22.167342,20.652566,10.615345,6.932019,7.905583,FALSE,"none"
"NODE_344_length_12820_cov_43.5572",2.927109,2.504663,2.500419,3.330696,4.323425,4.675742,3.242804,2.586949,FALSE,"none"
"NODE_345_length_12812_cov_169.497",16.388828,17.283951,8.809899,6.342481,4.61013,9.175704,13.886611,15.447689,FALSE,"none"
"NODE_346_length_12810_cov_34.8413",1.699919,1.337026,1.262729,1.620622,2.495488,3.388366,3.944703,5.245882,FALSE,"none"
"NODE_347_length_12796_cov_36.1699",2.943483,3.318773,3.337145,4.238706,2.80866,1.430943,1.300796,2.030345,FALSE,"none"
"NODE_348_length_12773_cov_85.0766",6.599584,4.981135,5.170697,8.545782,9.630369,5.596901,3.395641,3.061203,FALSE,"none"
"NODE_349_length_12766_cov_48.6004",3.880436,5.266872,5.290985,5.210943,3.381872,2.065279,1.591575,2.079787,FALSE,"none"
"NODE_350_length_12764_cov_95.7388",7.997154,8.234718,8.398694,11.29563,9.014637,3.899165,2.040483,3.040927,FALSE,"none"
"NODE_351_length_12748_cov_63.0954",2.998161,4.107333,4.33093,5.622275,3.792444,3.992377,5.121102,7.5121,FALSE,"none"
"NODE_352_length_12742_cov_33.9433",1.707354,1.407437,1.751399,2.498069,3.053763,3.631975,3.599506,2.739246,FALSE,"none"
"NODE_353_length_12728_cov_164.262",13.27927,9.489924,9.644948,17.324389,21.047775,10.806069,7.78253,7.967556,FALSE,"none"
"NODE_354_length_12703_cov_67.3797",4.46938,5.625507,6.244252,5.955785,5.167828,4.694161,3.985715,4.340367,FALSE,"none"
"NODE_355_length_12693_cov_295.261",22.641064,16.814687,15.339448,19.451633,30.3532,32.214567,24.050686,18.602667,FALSE,"none"
"NODE_356_length_12691_cov_285.724",30.432194,21.706545,18.35204,21.134454,23.912977,15.778223,12.828116,16.112083,TRUE,"unassigned_8"
"NODE_357_length_12680_cov_61.196",5.136422,1.913629,2.267278,5.613863,9.608238,6.4194,3.138199,2.185709,FALSE,"none"
"NODE_358_length_12664_cov_32.7747",2.497888,3.072522,2.907444,3.119719,2.389236,1.524268,1.530414,1.920276,FALSE,"none"
"NODE_359_length_12649_cov_229.279",22.168274,23.504212,15.974072,15.168359,10.711272,12.163412,19.297228,16.212022,FALSE,"none"
"NODE_360_length_12636_cov_17.4451",0.563918,0.585523,0.346422,0.499722,1.175451,1.953788,2.483877,2.739493,FALSE,"none"
"NODE_361_length_12635_cov_71.6885",5.373818,1.344642,2.59839,8.273032,12.625084,7.558923,3.306794,2.31315,FALSE,"none"
"NODE_362_length_12624_cov_113.154",16.119439,15.027504,9.325397,7.241818,3.873081,3.644095,5.605081,5.879452,FALSE,"none"
"NODE_363_length_12576_cov_98.2378",7.574846,7.753525,8.086183,10.440258,9.181078,4.453069,3.338499,3.721394,FALSE,"none"
"NODE_364_length_12567_cov_183.045",18.090325,14.653116,12.101443,17.299824,15.51501,12.791018,9.171748,8.864875,FALSE,"none"
"NODE_365_length_12516_cov_132.725",5.660745,6.140828,4.828367,5.627669,5.568121,8.928347,15.380302,25.24974,FALSE,"none"
"NODE_366_length_12515_cov_84.1215",6.481463,5.584099,6.248148,10.259075,9.094156,5.548249,3.220989,3.414094,FALSE,"none"
"NODE_367_length_12506_cov_199.539",8.654234,2.863396,2.697786,4.117564,22.469623,37.734917,28.747224,14.353141,FALSE,"none"
"NODE_368_length_12501_cov_201.787",18.390765,18.836474,17.039305,23.486001,17.475639,8.503363,3.975806,4.806181,FALSE,"none"
"NODE_369_length_12492_cov_119.49",10.842873,11.818967,6.815559,6.155761,5.436612,7.697788,10.790468,10.451638,FALSE,"none"
"NODE_370_length_12471_cov_72.3361",6.169749,5.727127,5.376594,9.089009,8.546565,4.712876,2.258982,2.302773,FALSE,"none"
